PELÍCULA;;;;;;COMENTARIOS;;
Título;Año;Estrellas;Género;Duración;Reseña;ComTexto;Calificación;ComFechaHora
Socios por accidente;2014;5;Comedia-Acción;90';Matías (José María Listorti) es un traductor de lengua rusa que, según su hija Rocío, lleva una vida rutinaria y aburrida. Rody (Pedro Alfonso), actual pareja de la ex mujer de Matías, trabaja como agente secreto de Interpol y por una investigación requiere los servicios de un traductor de ruso. Matías acepta sin dudar el edsafío para demostrarle a su hija que puede ser tan valiente y tener una vida llena de acción como la de Rody. Su inexperiencia y miedos complican el caso y, de un momento a otro, se verán envueltos en una huida intentando salvar sus vidas.;Estaba esperando su estreno. Muy buena super recomendable, no paras de reite!!!!!;5;2014-08-07 15:44:02.000
Líbranos del mal;2014;3;Suspenso-Terror;118';Ralph Sarchie (Eric Bana), oficial de la policía de Nueva York, se encuentra luchando con sus problemas personales cuando comienza a investigar una serie de crímenes inexplicables y perturbadores. Une sus fuerzas con un sacerdote poco convencional (Edgar Ramírez), experto en los rituales del exorcismo, para combatir las espantosas y demoníacas posesiones que han aterrorizado a la ciudad. Inspirada en el libro de Sarchie que detalla escalofriantes casos de la vida real.;Película muy berreta.;1;2014-08-31 16:41:41.000
Líbranos del mal;2014;3;Suspenso-Terror;118';Ralph Sarchie (Eric Bana), oficial de la policía de Nueva York, se encuentra luchando con sus problemas personales cuando comienza a investigar una serie de crímenes inexplicables y perturbadores. Une sus fuerzas con un sacerdote poco convencional (Edgar Ramírez), experto en los rituales del exorcismo, para combatir las espantosas y demoníacas posesiones que han aterrorizado a la ciudad. Inspirada en el libro de Sarchie que detalla escalofriantes casos de la vida real.;Casi toda la película transcurre en la oscuridad, agotador, tiene demonios que viene de IRAK ¡¡¡¡¡ va de retro SADAM, delibery de exorcismos a cargo de un cura fashion, superpodedes a full que hacen parecer debiles a los super hereoes, en cierto punto no entiendo si las películas de este tipo son serias o parodias;1;2014-08-25 15:23:44.000
Líbranos del mal;2014;3;Suspenso-Terror;118';Ralph Sarchie (Eric Bana), oficial de la policía de Nueva York, se encuentra luchando con sus problemas personales cuando comienza a investigar una serie de crímenes inexplicables y perturbadores. Une sus fuerzas con un sacerdote poco convencional (Edgar Ramírez), experto en los rituales del exorcismo, para combatir las espantosas y demoníacas posesiones que han aterrorizado a la ciudad. Inspirada en el libro de Sarchie que detalla escalofriantes casos de la vida real.;Muy buena peli. Fuimos con mi pareja y nos gusto mucho a los dos. Mucho suspenso y te genera lo que las peliculas de terror te tienen que generar, la sensacion de miedo a esas cosas que algunos dicen que existen y otros que no pero que si te metes en la pelicula te impresionan, te asustan, te sobresaltan. Recomendable;4;2014-08-17 09:41:09.000
Líbranos del mal;2014;3;Suspenso-Terror;118';Ralph Sarchie (Eric Bana), oficial de la policía de Nueva York, se encuentra luchando con sus problemas personales cuando comienza a investigar una serie de crímenes inexplicables y perturbadores. Une sus fuerzas con un sacerdote poco convencional (Edgar Ramírez), experto en los rituales del exorcismo, para combatir las espantosas y demoníacas posesiones que han aterrorizado a la ciudad. Inspirada en el libro de Sarchie que detalla escalofriantes casos de la vida real.;Viendo las dos anteriores películas de terror dirigidas por Scott Derrickson (Emily Rose y Sinister) y esta basura, no puedo entender qué pasó en el camino. Cae en todos los lugares comunes que hacen mala una película de éste género: exorcismos express que duran 5 minutos, poseídos con superpoderes, un cura renegado, etc. Los momentos de suspenso y tensión se resuelven en tonterías, no llega al climax adecuado de una película de terror. Ni hablar de esa pedorrada yanki de que el demonio viene del medio Oriente.;2;2014-08-14 14:19:12.000
Líbranos del mal;2014;3;Suspenso-Terror;118';Ralph Sarchie (Eric Bana), oficial de la policía de Nueva York, se encuentra luchando con sus problemas personales cuando comienza a investigar una serie de crímenes inexplicables y perturbadores. Une sus fuerzas con un sacerdote poco convencional (Edgar Ramírez), experto en los rituales del exorcismo, para combatir las espantosas y demoníacas posesiones que han aterrorizado a la ciudad. Inspirada en el libro de Sarchie que detalla escalofriantes casos de la vida real.;Donde viste esta película amigo?;5;2014-08-11 20:48:23.000
Líbranos del mal;2014;3;Suspenso-Terror;118';Ralph Sarchie (Eric Bana), oficial de la policía de Nueva York, se encuentra luchando con sus problemas personales cuando comienza a investigar una serie de crímenes inexplicables y perturbadores. Une sus fuerzas con un sacerdote poco convencional (Edgar Ramírez), experto en los rituales del exorcismo, para combatir las espantosas y demoníacas posesiones que han aterrorizado a la ciudad. Inspirada en el libro de Sarchie que detalla escalofriantes casos de la vida real.;Esta buena, es mas thriller-suspenso-acción que terror. Podría estar mejor si no fuese por ciertos momentos que causaron humor en la sala y principalmente en la gente adolescente que va a comer galletitas e intentar meter onda con la vecinita del barrio en vez de ver cine...;3;2014-08-11 14:12:01.000
Líbranos del mal;2014;3;Suspenso-Terror;118';Ralph Sarchie (Eric Bana), oficial de la policía de Nueva York, se encuentra luchando con sus problemas personales cuando comienza a investigar una serie de crímenes inexplicables y perturbadores. Une sus fuerzas con un sacerdote poco convencional (Edgar Ramírez), experto en los rituales del exorcismo, para combatir las espantosas y demoníacas posesiones que han aterrorizado a la ciudad. Inspirada en el libro de Sarchie que detalla escalofriantes casos de la vida real.;"Buena peli. Entretenida y con una buena dosis de suspenso.  Mal calificada dentro del genero ""terror"".  Si te acordas de ""siete pecados capitales"" y la disfrutaste, seguro te va a gustar...";3;2014-08-09 23:31:25.000
Cometas sobre los muros;2014;4;Documental;76';"<em>Cometas sobre los muros </em>es un documental que explora los deseos, diversiones, aburrimientos y frustraciones de un grupo de adolescentes de un liceo público de Montevideo; cómo sus mundos cotidianos influyen en su relación con la institución con la que se sienten desconectados. El retrato de una generación donde prima el día a día, la espontaneidad y la diversión que se enfrenta a las imposiciones de un mundo adulto.";"Las intenciones de la película son buenas: mostras la ""realidad"" (si es que esto es posible en un resumen muy parcial de una hora y cuarto) de un grupo de adolescentes y su vinculo con la educación formal y pública de secundaria. Pero más allá de algunos pocos momentos, creo que se queda en eso: intenciones. Una exposición de realidades o de costumbres o de inquietudes no es un mérito en si mismo. Y la decisión del director de darle una cámara a varios de los protagonistas, para que retraten momentos de su vida en sus casas, juntos a sus familias, no aporta demasiado. Se queda en la mera observación de algunos modos de vida adolescente y de vínculos familiares más o menos predecibles. En el salón de clase, en tanto, hay un vínculo con una docente de litertura (y algunos otros pocos momentos, fugaces) y todo transcurre así, con momentos de intercambio, chistes, desubiques, conceptos y preconceptos y algún momento de tensión (cuando echan a un alumno de clase), pero poco de discurso, de elaboración (más allá del montaje, claro), de reflexión. O tal vez esto queda en manos del espectador cuando se va del cine, andá a saber...";2;2014-09-02 16:44:34.000
Cometas sobre los muros;2014;4;Documental;76';"<em>Cometas sobre los muros </em>es un documental que explora los deseos, diversiones, aburrimientos y frustraciones de un grupo de adolescentes de un liceo público de Montevideo; cómo sus mundos cotidianos influyen en su relación con la institución con la que se sienten desconectados. El retrato de una generación donde prima el día a día, la espontaneidad y la diversión que se enfrenta a las imposiciones de un mundo adulto.";Una tomadura de pelo al espectador. Ver chicos que se llevan entre 6 y 8 materias a examen, segun sus propios comentarios, otros que quieren sobresalir sobre los demas sin aportar nada y como al final las preguntas que hace un muchacho sin pies ni cabeza, me parecio de muy mal gusto. Para el olvido, ojala que lo que se invirtio en este documental que no conduce a nada, se hubiera destinado para algo productivo, una lastima.;1;2014-09-01 00:53:37.000
Cometas sobre los muros;2014;4;Documental;76';"<em>Cometas sobre los muros </em>es un documental que explora los deseos, diversiones, aburrimientos y frustraciones de un grupo de adolescentes de un liceo público de Montevideo; cómo sus mundos cotidianos influyen en su relación con la institución con la que se sienten desconectados. El retrato de una generación donde prima el día a día, la espontaneidad y la diversión que se enfrenta a las imposiciones de un mundo adulto.";Buena;2;2014-08-31 15:55:15.000
Cometas sobre los muros;2014;4;Documental;76';"<em>Cometas sobre los muros </em>es un documental que explora los deseos, diversiones, aburrimientos y frustraciones de un grupo de adolescentes de un liceo público de Montevideo; cómo sus mundos cotidianos influyen en su relación con la institución con la que se sienten desconectados. El retrato de una generación donde prima el día a día, la espontaneidad y la diversión que se enfrenta a las imposiciones de un mundo adulto.";Hay que verla, no sé si en el cine, debería pasarla TNU. Les dejo la idea;3;2014-08-31 15:52:17.000
Cometas sobre los muros;2014;4;Documental;76';"<em>Cometas sobre los muros </em>es un documental que explora los deseos, diversiones, aburrimientos y frustraciones de un grupo de adolescentes de un liceo público de Montevideo; cómo sus mundos cotidianos influyen en su relación con la institución con la que se sienten desconectados. El retrato de una generación donde prima el día a día, la espontaneidad y la diversión que se enfrenta a las imposiciones de un mundo adulto.";"La educación hoy es una perdida de tiempo. El liceo es un lugar al que estás obligado a ir si querés supuestamente ""salir adelante"" o ""ser alguien"" pero que lo único que te exije es que vayas y repitas en una hoja lo que dijo la profesora y listo... Y esto es asi desde Varela. A nadie le importa que descubras algo importante para vos, sólo le importa que te adaptes o que aceptes las normas y te integres a la sociedad. Y cuando le importa, en realidad, no es más que una buena charla con un docente o adsripto buena onda para el que en el fondo vos no sos más que uno más de todos los alumnos que tienen todos los días, año a año. Los profesores están en la misma que los alumnos, atrapados en una dinámica sinsentido. Lo que más me encantó de la película es que muestra que eso, que los profesores son humanos también ,de hecho lo dice la docente principal, luchando contra un sistema que no sirve para nada. Si este gobierno fuese de verdad de izquierda haría algo para que la educación deje de ser como es y sea un poco más de verdad, haciendo que cada uno descubra lo que quiere hacer en la vida, eligiendo algo entre las posibilidades que hay. En la película se ve que no hay posibilidades de salir, que es un tire y afloje que no cambia nada. Y aunque sea en un liceo público la película yo puedo dar fe que en uno privado es igual porque recién salí de un liceo privado del centro y es exactamente lo mismo: ""Ponen una reglita y listo. Hay que cumplir la reglita y listo"".";4;2014-08-30 19:38:25.000
Cometas sobre los muros;2014;4;Documental;76';"<em>Cometas sobre los muros </em>es un documental que explora los deseos, diversiones, aburrimientos y frustraciones de un grupo de adolescentes de un liceo público de Montevideo; cómo sus mundos cotidianos influyen en su relación con la institución con la que se sienten desconectados. El retrato de una generación donde prima el día a día, la espontaneidad y la diversión que se enfrenta a las imposiciones de un mundo adulto.";sencillísima;4;2014-08-20 13:18:53.000
S.O.S.: Mujeres al mar;2014;3;Comedia;94';Adriana (Giovanna Antonelli) busca recuperar a su ex marido embarcándose en el mismo crucero que éste ha iniciado con su nueva novia, una famosa actriz de telenovelas. La protagonista cuenta con la ayuda de su hermana, que siguen los trucos descritos en un libro. Pero, a lo largo de la trama, Adriana irá conociendo a más gente y encontrando otras vías para solucionar su vida.;"Si bien sabía que iba a ver una comedia liviana, nunca pensé que fuera tan mala. Con todos los cliches de toda la vida, y ni siquiera con el ""jeito"" brasilero. Una muestra más de la chatura de nuestros exhibidores(lo lamentable es que de alguna forma siguen los criterios del gusto del público...), es que habiendo mucho cine brasilero del bueno, lo que traen para acá es ésto...";1;2014-08-30 13:48:52.000
S.O.S.: Mujeres al mar;2014;3;Comedia;94';Adriana (Giovanna Antonelli) busca recuperar a su ex marido embarcándose en el mismo crucero que éste ha iniciado con su nueva novia, una famosa actriz de telenovelas. La protagonista cuenta con la ayuda de su hermana, que siguen los trucos descritos en un libro. Pero, a lo largo de la trama, Adriana irá conociendo a más gente y encontrando otras vías para solucionar su vida.;Muy divertida, todos los presentes reimos mucho. Recomendable para pasar un buen rato.;4;2014-08-30 12:12:32.000
S.O.S.: Mujeres al mar;2014;3;Comedia;94';Adriana (Giovanna Antonelli) busca recuperar a su ex marido embarcándose en el mismo crucero que éste ha iniciado con su nueva novia, una famosa actriz de telenovelas. La protagonista cuenta con la ayuda de su hermana, que siguen los trucos descritos en un libro. Pero, a lo largo de la trama, Adriana irá conociendo a más gente y encontrando otras vías para solucionar su vida.;Ayer fui con una amiga y la verdad nos divertimos muchisimo, nos reimos mucho, una linda comedia, con lindos paisajes, buena música. Para salir de buen humor.;3;2014-08-29 19:48:28.000
S.O.S.: Mujeres al mar;2014;3;Comedia;94';Adriana (Giovanna Antonelli) busca recuperar a su ex marido embarcándose en el mismo crucero que éste ha iniciado con su nueva novia, una famosa actriz de telenovelas. La protagonista cuenta con la ayuda de su hermana, que siguen los trucos descritos en un libro. Pero, a lo largo de la trama, Adriana irá conociendo a más gente y encontrando otras vías para solucionar su vida.;Es buena, divertida, para pasar un buen rato;4;2014-08-25 17:19:41.000
S.O.S.: Mujeres al mar;2014;3;Comedia;94';Adriana (Giovanna Antonelli) busca recuperar a su ex marido embarcándose en el mismo crucero que éste ha iniciado con su nueva novia, una famosa actriz de telenovelas. La protagonista cuenta con la ayuda de su hermana, que siguen los trucos descritos en un libro. Pero, a lo largo de la trama, Adriana irá conociendo a más gente y encontrando otras vías para solucionar su vida.;Excelente comedia. Divertida de principio al fin. Disfrutable cine brasileño, y comedia, que poco llega por estos lares.;5;2014-08-24 21:36:21.000
S.O.S.: Mujeres al mar;2014;3;Comedia;94';Adriana (Giovanna Antonelli) busca recuperar a su ex marido embarcándose en el mismo crucero que éste ha iniciado con su nueva novia, una famosa actriz de telenovelas. La protagonista cuenta con la ayuda de su hermana, que siguen los trucos descritos en un libro. Pero, a lo largo de la trama, Adriana irá conociendo a más gente y encontrando otras vías para solucionar su vida.;Hace tiempo que no disfrutaba de una comedia fresca con buenas actuaciones si bien toca un tema reiterativo lo hace con buen humor.;4;2014-08-24 20:52:17.000
S.O.S.: Mujeres al mar;2014;3;Comedia;94';Adriana (Giovanna Antonelli) busca recuperar a su ex marido embarcándose en el mismo crucero que éste ha iniciado con su nueva novia, una famosa actriz de telenovelas. La protagonista cuenta con la ayuda de su hermana, que siguen los trucos descritos en un libro. Pero, a lo largo de la trama, Adriana irá conociendo a más gente y encontrando otras vías para solucionar su vida.;Excelente! Super divertida! No paré de reír en toda la película! Con un humor similar al nuestro! Muy recomendable!;5;2014-08-23 14:50:13.000
S.O.S.: Mujeres al mar;2014;3;Comedia;94';Adriana (Giovanna Antonelli) busca recuperar a su ex marido embarcándose en el mismo crucero que éste ha iniciado con su nueva novia, una famosa actriz de telenovelas. La protagonista cuenta con la ayuda de su hermana, que siguen los trucos descritos en un libro. Pero, a lo largo de la trama, Adriana irá conociendo a más gente y encontrando otras vías para solucionar su vida.;Excelente, divertida de principio a fin, no dejes de verla. Seguramente los jóvenes la verán con otros ojos.;5;2014-08-23 08:55:00.000
S.O.S.: Mujeres al mar;2014;3;Comedia;94';Adriana (Giovanna Antonelli) busca recuperar a su ex marido embarcándose en el mismo crucero que éste ha iniciado con su nueva novia, una famosa actriz de telenovelas. La protagonista cuenta con la ayuda de su hermana, que siguen los trucos descritos en un libro. Pero, a lo largo de la trama, Adriana irá conociendo a más gente y encontrando otras vías para solucionar su vida.;Divertida, felicitaciones por traer cine de Brasil, tienen muy buenas películas también.;4;2014-08-20 14:28:14.000
S.O.S.: Mujeres al mar;2014;3;Comedia;94';Adriana (Giovanna Antonelli) busca recuperar a su ex marido embarcándose en el mismo crucero que éste ha iniciado con su nueva novia, una famosa actriz de telenovelas. La protagonista cuenta con la ayuda de su hermana, que siguen los trucos descritos en un libro. Pero, a lo largo de la trama, Adriana irá conociendo a más gente y encontrando otras vías para solucionar su vida.;Divertida muy recomendada , espero que la disfruten como yo y mi amiga.......;4;2014-08-19 14:33:06.000
S.O.S.: Mujeres al mar;2014;3;Comedia;94';Adriana (Giovanna Antonelli) busca recuperar a su ex marido embarcándose en el mismo crucero que éste ha iniciado con su nueva novia, una famosa actriz de telenovelas. La protagonista cuenta con la ayuda de su hermana, que siguen los trucos descritos en un libro. Pero, a lo largo de la trama, Adriana irá conociendo a más gente y encontrando otras vías para solucionar su vida.;Un poquito desprolija en algunas situaciones no resueltas adecuadamente, pero en términos generales, divertida y recomendable. Dan ganas de viajar. Las tres están muy bien en sus roles, pero se destaca y destapa Giovanna Antonelli, que por cierto sigue siendo una mujer muy deseable.;3;2014-08-18 09:03:05.000
S.O.S.: Mujeres al mar;2014;3;Comedia;94';Adriana (Giovanna Antonelli) busca recuperar a su ex marido embarcándose en el mismo crucero que éste ha iniciado con su nueva novia, una famosa actriz de telenovelas. La protagonista cuenta con la ayuda de su hermana, que siguen los trucos descritos en un libro. Pero, a lo largo de la trama, Adriana irá conociendo a más gente y encontrando otras vías para solucionar su vida.;Vi el trailer y no me convenció mucho entonces entre al sitio web de la película y había buenos comentarios en Brasil, fuimos con mi señora, la verdad que nos gusto mucho y pasamos toda la película entretenidos, se las recomiendo es muy divertida.;4;2014-08-17 17:09:15.000
S.O.S.: Mujeres al mar;2014;3;Comedia;94';Adriana (Giovanna Antonelli) busca recuperar a su ex marido embarcándose en el mismo crucero que éste ha iniciado con su nueva novia, una famosa actriz de telenovelas. La protagonista cuenta con la ayuda de su hermana, que siguen los trucos descritos en un libro. Pero, a lo largo de la trama, Adriana irá conociendo a más gente y encontrando otras vías para solucionar su vida.;Me faltan las estrellitas.;4;2014-08-17 16:47:47.000
Tortugas Ninja;2014;2;Acción-Fantasía;101';"El crimen y el miedo se esparcen a través de las calles a medida que El Destructor y su malvado Clan del Pie aprietan su garra de hierro sobre cualquier cosa, desde la policía hasta los políticos.&nbsp; El futuro parece demasiado sombrío hasta que cuatro hermanos marginados, sobrevivientes de un experimento científico que salió mal, emergen de las alcantarillas y emprenden su destino como los audaces vigilantes enmascarados. Para afrontar los diabólicos planes de dominación de El Destructor, las Tortugas Ninja hacen equipo con la valiente reportera Abril O&rsquo;Neil (Megan Fox) y su camarógrafo Vern Fenwick (Will Arnett) para salvar a los ciudadanos de Nueva York.";Nos encanto! La vi con los nenes de 6 y 4 y se súper divirtieron! Y eso q era para mayores de 9!;5;2014-08-30 21:05:07.000
Tortugas Ninja;2014;2;Acción-Fantasía;101';"El crimen y el miedo se esparcen a través de las calles a medida que El Destructor y su malvado Clan del Pie aprietan su garra de hierro sobre cualquier cosa, desde la policía hasta los políticos.&nbsp; El futuro parece demasiado sombrío hasta que cuatro hermanos marginados, sobrevivientes de un experimento científico que salió mal, emergen de las alcantarillas y emprenden su destino como los audaces vigilantes enmascarados. Para afrontar los diabólicos planes de dominación de El Destructor, las Tortugas Ninja hacen equipo con la valiente reportera Abril O&rsquo;Neil (Megan Fox) y su camarógrafo Vern Fenwick (Will Arnett) para salvar a los ciudadanos de Nueva York.";es re trucha pero si t prestas para divertirte lo hace, pero la verdd las de los 90 son infinitamente mejores;3;2014-08-27 15:08:32.000
Tortugas Ninja;2014;2;Acción-Fantasía;101';"El crimen y el miedo se esparcen a través de las calles a medida que El Destructor y su malvado Clan del Pie aprietan su garra de hierro sobre cualquier cosa, desde la policía hasta los políticos.&nbsp; El futuro parece demasiado sombrío hasta que cuatro hermanos marginados, sobrevivientes de un experimento científico que salió mal, emergen de las alcantarillas y emprenden su destino como los audaces vigilantes enmascarados. Para afrontar los diabólicos planes de dominación de El Destructor, las Tortugas Ninja hacen equipo con la valiente reportera Abril O&rsquo;Neil (Megan Fox) y su camarógrafo Vern Fenwick (Will Arnett) para salvar a los ciudadanos de Nueva York.";Una película con una excelente definición gráfica, cuyas cualidades dramáticas y animadas basadas y transformadas al mundo real la transforman en una reverenda poronga;5;2014-08-26 13:09:12.000
Tortugas Ninja;2014;2;Acción-Fantasía;101';"El crimen y el miedo se esparcen a través de las calles a medida que El Destructor y su malvado Clan del Pie aprietan su garra de hierro sobre cualquier cosa, desde la policía hasta los políticos.&nbsp; El futuro parece demasiado sombrío hasta que cuatro hermanos marginados, sobrevivientes de un experimento científico que salió mal, emergen de las alcantarillas y emprenden su destino como los audaces vigilantes enmascarados. Para afrontar los diabólicos planes de dominación de El Destructor, las Tortugas Ninja hacen equipo con la valiente reportera Abril O&rsquo;Neil (Megan Fox) y su camarógrafo Vern Fenwick (Will Arnett) para salvar a los ciudadanos de Nueva York.";Re demas la pelicula. Durante esta me vinieron ganas de ir al baño pero no me dejaron salir asi q me hice en los pañales y manche mi pantalon de la feria;5;2014-08-26 13:08:34.000
Tortugas Ninja;2014;2;Acción-Fantasía;101';"El crimen y el miedo se esparcen a través de las calles a medida que El Destructor y su malvado Clan del Pie aprietan su garra de hierro sobre cualquier cosa, desde la policía hasta los políticos.&nbsp; El futuro parece demasiado sombrío hasta que cuatro hermanos marginados, sobrevivientes de un experimento científico que salió mal, emergen de las alcantarillas y emprenden su destino como los audaces vigilantes enmascarados. Para afrontar los diabólicos planes de dominación de El Destructor, las Tortugas Ninja hacen equipo con la valiente reportera Abril O&rsquo;Neil (Megan Fox) y su camarógrafo Vern Fenwick (Will Arnett) para salvar a los ciudadanos de Nueva York.";No la vi pero se q esta demas;5;2014-08-26 13:00:25.000
Tortugas Ninja;2014;2;Acción-Fantasía;101';"El crimen y el miedo se esparcen a través de las calles a medida que El Destructor y su malvado Clan del Pie aprietan su garra de hierro sobre cualquier cosa, desde la policía hasta los políticos.&nbsp; El futuro parece demasiado sombrío hasta que cuatro hermanos marginados, sobrevivientes de un experimento científico que salió mal, emergen de las alcantarillas y emprenden su destino como los audaces vigilantes enmascarados. Para afrontar los diabólicos planes de dominación de El Destructor, las Tortugas Ninja hacen equipo con la valiente reportera Abril O&rsquo;Neil (Megan Fox) y su camarógrafo Vern Fenwick (Will Arnett) para salvar a los ciudadanos de Nueva York.";buena acción y hace reir, es recomendable. sólo cambia un poco la historia.;4;2014-08-25 14:42:50.000
Tortugas Ninja;2014;2;Acción-Fantasía;101';"El crimen y el miedo se esparcen a través de las calles a medida que El Destructor y su malvado Clan del Pie aprietan su garra de hierro sobre cualquier cosa, desde la policía hasta los políticos.&nbsp; El futuro parece demasiado sombrío hasta que cuatro hermanos marginados, sobrevivientes de un experimento científico que salió mal, emergen de las alcantarillas y emprenden su destino como los audaces vigilantes enmascarados. Para afrontar los diabólicos planes de dominación de El Destructor, las Tortugas Ninja hacen equipo con la valiente reportera Abril O&rsquo;Neil (Megan Fox) y su camarógrafo Vern Fenwick (Will Arnett) para salvar a los ciudadanos de Nueva York.";Entretenida, con algunas partes bastante truchas como por ejemplo el motivo por el cual las tortugas son luchadoras ninjas;3;2014-08-18 17:33:38.000
Avant;2014;3;Documental;98';"Una olvidada compa&ntilde;ía nacional de ballet que habita un teatro todavía en construcción se ve revolucionada con la llegada de Julio Bocca, uno de los mejores bailarines de ballet de todas las épocas. Tras su retiro profesional y buscando encontrar un nuevo lugar en el mundo de la danza, Bocca asume el desafío de dirigir el Ballet Nacional del Sodre y proyectarlo a un nivel de competencia internacional. Mediante la contemplación del funcionamiento y la cotideanidad de esta compa&ntilde;ía, la película explora este espacio en construcción, ambientado en una escenografía en constante metamorfosis, ofreciendo una mirada sobre quiénes somos a través de lo que hacemos.";Quedé profundamente emocionado  por tanta belleza y esfuerzo reflejado muy profesionalmente. Recomiendo;4;2014-09-03 23:36:28.000
Avant;2014;3;Documental;98';"Una olvidada compa&ntilde;ía nacional de ballet que habita un teatro todavía en construcción se ve revolucionada con la llegada de Julio Bocca, uno de los mejores bailarines de ballet de todas las épocas. Tras su retiro profesional y buscando encontrar un nuevo lugar en el mundo de la danza, Bocca asume el desafío de dirigir el Ballet Nacional del Sodre y proyectarlo a un nivel de competencia internacional. Mediante la contemplación del funcionamiento y la cotideanidad de esta compa&ntilde;ía, la película explora este espacio en construcción, ambientado en una escenografía en constante metamorfosis, ofreciendo una mirada sobre quiénes somos a través de lo que hacemos.";Muy bella y disfrutable, fue una linda sorpresa descubrir que me gusta el documental.;3;2014-09-03 17:05:40.000
Avant;2014;3;Documental;98';"Una olvidada compa&ntilde;ía nacional de ballet que habita un teatro todavía en construcción se ve revolucionada con la llegada de Julio Bocca, uno de los mejores bailarines de ballet de todas las épocas. Tras su retiro profesional y buscando encontrar un nuevo lugar en el mundo de la danza, Bocca asume el desafío de dirigir el Ballet Nacional del Sodre y proyectarlo a un nivel de competencia internacional. Mediante la contemplación del funcionamiento y la cotideanidad de esta compa&ntilde;ía, la película explora este espacio en construcción, ambientado en una escenografía en constante metamorfosis, ofreciendo una mirada sobre quiénes somos a través de lo que hacemos.";Buenísima !;4;2014-09-02 21:28:56.000
Avant;2014;3;Documental;98';"Una olvidada compa&ntilde;ía nacional de ballet que habita un teatro todavía en construcción se ve revolucionada con la llegada de Julio Bocca, uno de los mejores bailarines de ballet de todas las épocas. Tras su retiro profesional y buscando encontrar un nuevo lugar en el mundo de la danza, Bocca asume el desafío de dirigir el Ballet Nacional del Sodre y proyectarlo a un nivel de competencia internacional. Mediante la contemplación del funcionamiento y la cotideanidad de esta compa&ntilde;ía, la película explora este espacio en construcción, ambientado en una escenografía en constante metamorfosis, ofreciendo una mirada sobre quiénes somos a través de lo que hacemos.";Buena. Un trabajo serio y buen documento para apreciar la evolución del Ballet y la dedicación de muchos laburantes anónimos.;3;2014-09-02 19:12:43.000
Avant;2014;3;Documental;98';"Una olvidada compa&ntilde;ía nacional de ballet que habita un teatro todavía en construcción se ve revolucionada con la llegada de Julio Bocca, uno de los mejores bailarines de ballet de todas las épocas. Tras su retiro profesional y buscando encontrar un nuevo lugar en el mundo de la danza, Bocca asume el desafío de dirigir el Ballet Nacional del Sodre y proyectarlo a un nivel de competencia internacional. Mediante la contemplación del funcionamiento y la cotideanidad de esta compa&ntilde;ía, la película explora este espacio en construcción, ambientado en una escenografía en constante metamorfosis, ofreciendo una mirada sobre quiénes somos a través de lo que hacemos.";Me encantó. Al principio me incomodó la falta de referencias como ser fechas y nombres de los que aparecen (leí, además, que es lo que algunos le critican) pero finalmente comprendí y disfruté de lo que me proponen: trascender al contexto para dejarse atrapar por el cuento con final feliz.;5;2014-09-02 17:17:31.000
Avant;2014;3;Documental;98';"Una olvidada compa&ntilde;ía nacional de ballet que habita un teatro todavía en construcción se ve revolucionada con la llegada de Julio Bocca, uno de los mejores bailarines de ballet de todas las épocas. Tras su retiro profesional y buscando encontrar un nuevo lugar en el mundo de la danza, Bocca asume el desafío de dirigir el Ballet Nacional del Sodre y proyectarlo a un nivel de competencia internacional. Mediante la contemplación del funcionamiento y la cotideanidad de esta compa&ntilde;ía, la película explora este espacio en construcción, ambientado en una escenografía en constante metamorfosis, ofreciendo una mirada sobre quiénes somos a través de lo que hacemos.";muy disfrutable. Creo que Daniel no sapo  que fué a ver un documental. No le debe gustar el ballet, podría darse cuenta que al ser su comentario el único en contra, tendría que pensar si sabe, como para hablar tan seguro de algo que quizá ni entendió;5;2014-09-02 10:51:08.000
Avant;2014;3;Documental;98';"Una olvidada compa&ntilde;ía nacional de ballet que habita un teatro todavía en construcción se ve revolucionada con la llegada de Julio Bocca, uno de los mejores bailarines de ballet de todas las épocas. Tras su retiro profesional y buscando encontrar un nuevo lugar en el mundo de la danza, Bocca asume el desafío de dirigir el Ballet Nacional del Sodre y proyectarlo a un nivel de competencia internacional. Mediante la contemplación del funcionamiento y la cotideanidad de esta compa&ntilde;ía, la película explora este espacio en construcción, ambientado en una escenografía en constante metamorfosis, ofreciendo una mirada sobre quiénes somos a través de lo que hacemos.";Me gustó ver el mundo del teatro por dentro. Que es trabajo, como el mío , yo soy oficinista. Y hay cosas que no son lindas y otras que son disfrutables.  A veces yo endioso algunas cosas cuando no las conozco por dentro, pero cuando uno las conoce alli descubre que todo es relativo. El baile  está bonito. Pero los inconvenientes de no tener una producción completa hasta que todos se disponen a estar, debe ser bravo y más trabajar con artistas, son gente muy especial. Con sus dicultades en concentrarse, no? El tener que escuchar cosas que no tienes ganas de oir, que con dos palabras estaba todo dicho y en los hechos te lleva como 20 minutos el desahogo...uf..... eso me paspa. Me gusta ver el Balet, terminado, que todo sale perfecto. Es lo que dice Pilar Sordo, las mujeres tenemos eso de que queremos todo perfecto y si sale algo mal, mmmmmmmmmmmm esto no estuvo del todo bien.;3;2014-09-02 01:00:45.000
